Airline,Duration,Total stops,Price,Date,Date scraped,Source_DUB,Source_IBZ,Source_MAD,Source_TFN,Destination_DUB,Destination_IBZ,Destination_MAD,Destination_TFN
Vueling,2835,3,87,2023-12-15,2023-07-12,0,0,0,1,1,0,0,0
Vueling,465,1,238,2023-12-15,2023-07-12,0,0,0,1,1,0,0,0
British Airways,420,1,280,2023-12-15,2023-07-12,0,0,0,1,1,0,0,0
Iberia,880,1,121,2023-12-15,2023-07-12,0,0,0,1,1,0,0,0
Iberia,420,1,261,2023-12-15,2023-07-12,0,0,0,1,1,0,0,0
Iberia,520,1,261,2023-12-15,2023-07-12,0,0,0,1,1,0,0,0
"Binter Canarias, Aer Lingus",470,2,238,2023-12-15,2023-07-12,0,0,0,1,1,0,0,0
"Air Europa, Aer Lingus",465,1,257,2023-12-15,2023-07-12,0,0,0,1,1,0,0,0
Iberia,825,1,139,2023-12-15,2023-07-12,0,0,0,1,1,0,0,0
British Airways,520,1,280,2023-12-15,2023-07-12,0,0,0,1,1,0,0,0
Iberia,630,1,247,2023-12-15,2023-07-12,0,0,0,1,1,0,0,0
Iberia,680,1,261,2023-12-15,2023-07-12,0,0,0,1,1,0,0,0
Vueling,1060,1,139,2023-12-15,2023-07-12,0,0,0,1,1,0,0,0
Vueling,1095,2,127,2023-12-15,2023-07-12,0,0,0,1,1,0,0,0
Iberia,1045,1,178,2023-12-15,2023-07-12,0,0,0,1,1,0,0,0
Vueling,1370,1,92,2023-11-12,2023-09-12,1,0,0,0,0,1,0,0
"Transavia France, Vueling",1030,1,103,2023-11-12,2023-09-12,1,0,0,0,0,1,0,0
Multiple Airlines,455,2,269,2023-11-12,2023-09-12,1,0,0,0,0,1,0,0
Iberia,750,1,252,2023-11-12,2023-09-12,1,0,0,0,0,1,0,0
British Airways,750,1,328,2023-11-12,2023-09-12,1,0,0,0,0,1,0,0
"Aer Lingus, Vueling",1135,1,201,2023-11-12,2023-09-12,1,0,0,0,0,1,0,0
"British Airways, Iberia",895,1,309,2023-11-12,2023-09-12,1,0,0,0,0,1,0,0
"Transavia France, Vueling",1020,2,189,2023-11-12,2023-09-12,1,0,0,0,0,1,0,0
Iberia,1005,1,293,2023-11-12,2023-09-12,1,0,0,0,0,1,0,0
Iberia Express,750,1,309,2023-11-12,2023-09-12,1,0,0,0,0,1,0,0
Multiple Airlines,705,2,269,2023-11-12,2023-09-12,1,0,0,0,0,1,0,0
"Transavia France, Vueling",1080,2,189,2023-11-12,2023-09-12,1,0,0,0,0,1,0,0
"Aer Lingus, British Airways",895,1,280,2023-11-12,2023-09-12,1,0,0,0,0,1,0,0
Multiple Airlines,955,2,210,2023-11-12,2023-09-12,1,0,0,0,0,1,0,0
"Transavia France, Vueling",805,2,247,2023-11-12,2023-09-12,1,0,0,0,0,1,0,0
Vueling,435,1,112,2023-12-12,2023-09-12,1,0,0,0,0,1,0,0
"Aer Lingus, Vueling",340,1,181,2023-12-12,2023-09-12,1,0,0,0,0,1,0,0
"Aer Lingus, Vueling",400,1,181,2023-12-12,2023-09-12,1,0,0,0,0,1,0,0
"Aer Lingus, Air Europa",345,1,282,2023-12-12,2023-09-12,1,0,0,0,0,1,0,0
Iberia,300,1,440,2023-12-12,2023-09-12,1,0,0,0,0,1,0,0
"Aer Lingus, Vueling",550,1,188,2023-12-12,2023-09-12,1,0,0,0,0,1,0,0
"Aer Lingus, Transavia",345,1,351,2023-12-12,2023-09-12,1,0,0,0,0,1,0,0
British Airways,280,1,534,2023-12-12,2023-09-12,1,0,0,0,0,1,0,0
Iberia,435,1,369,2023-12-12,2023-09-12,1,0,0,0,0,1,0,0
"Aer Lingus, Vueling",445,2,199,2023-12-12,2023-09-12,1,0,0,0,0,1,0,0
"Air France, Vueling",425,1,311,2023-12-12,2023-09-12,1,0,0,0,0,1,0,0
"Vueling, Iberia",395,2,224,2023-12-12,2023-09-12,1,0,0,0,0,1,0,0
British Airways,300,1,546,2023-12-12,2023-09-12,1,0,0,0,0,1,0,0
Multiple Airlines,1010,2,154,2023-12-12,2023-09-12,1,0,0,0,0,1,0,0
"Aer Lingus, Vueling",595,2,188,2023-12-12,2023-09-12,1,0,0,0,0,1,0,0
KLM,1190,2,314,2023-12-13,2023-09-12,1,0,0,0,0,1,0,0
Vueling,395,1,81,2023-12-13,2023-09-12,1,0,0,0,0,1,0,0
"Aer Lingus, Vueling",340,1,153,2023-12-13,2023-09-12,1,0,0,0,0,1,0,0
Vueling,540,1,87,2023-12-13,2023-09-12,1,0,0,0,0,1,0,0
"Aer Lingus, Vueling",400,1,147,2023-12-13,2023-09-12,1,0,0,0,0,1,0,0
British Airways,275,1,403,2023-12-13,2023-09-12,1,0,0,0,0,1,0,0
Vueling,730,1,92,2023-12-13,2023-09-12,1,0,0,0,0,1,0,0
Iberia,395,1,314,2023-12-13,2023-09-12,1,0,0,0,0,1,0,0
"Aer Lingus, Vueling",545,1,153,2023-12-13,2023-09-12,1,0,0,0,0,1,0,0
"Vueling, Swiftair",495,2,136,2023-12-13,2023-09-12,1,0,0,0,0,1,0,0
Iberia,540,1,330,2023-12-13,2023-09-12,1,0,0,0,0,1,0,0
"Vueling, Air Europa",495,2,140,2023-12-13,2023-09-12,1,0,0,0,0,1,0,0
"Aer Lingus, Vueling",690,1,160,2023-12-13,2023-09-12,1,0,0,0,0,1,0,0
Iberia,745,1,290,2023-12-13,2023-09-12,1,0,0,0,0,1,0,0
"Vueling, Swiftair",645,2,128,2023-12-13,2023-09-12,1,0,0,0,0,1,0,0
"Vueling, Air Europa",645,2,132,2023-12-13,2023-09-12,1,0,0,0,0,1,0,0
Vueling,370,1,71,2023-12-14,2023-09-12,1,0,0,0,0,1,0,0
Vueling,1390,1,59,2023-12-14,2023-09-12,1,0,0,0,0,1,0,0
Vueling,515,1,99,2023-12-14,2023-09-12,1,0,0,0,0,1,0,0
"Aer Lingus, Vueling",340,1,145,2023-12-14,2023-09-12,1,0,0,0,0,1,0,0
"Aer Lingus, Vueling",305,1,174,2023-12-14,2023-09-12,1,0,0,0,0,1,0,0
"Aer Lingus, Vueling",400,1,145,2023-12-14,2023-09-12,1,0,0,0,0,1,0,0
Iberia,300,1,286,2023-12-14,2023-09-12,1,0,0,0,0,1,0,0
Vueling,705,1,87,2023-12-14,2023-09-12,1,0,0,0,0,1,0,0
Iberia,370,1,279,2023-12-14,2023-09-12,1,0,0,0,0,1,0,0
British Airways,300,1,379,2023-12-14,2023-09-12,1,0,0,0,0,1,0,0
"Aer Lingus, Vueling",545,1,145,2023-12-14,2023-09-12,1,0,0,0,0,1,0,0
Iberia,520,1,260,2023-12-14,2023-09-12,1,0,0,0,0,1,0,0
"Transavia France, Vueling",1025,1,103,2023-12-14,2023-09-12,1,0,0,0,0,1,0,0
"Vueling, Air Europa",470,2,143,2023-12-14,2023-09-12,1,0,0,0,0,1,0,0
British Airways,370,1,386,2023-12-14,2023-09-12,1,0,0,0,0,1,0,0
Vueling,380,1,115,2023-12-15,2023-09-12,1,0,0,0,0,1,0,0
Iberia,750,1,119,2023-12-15,2023-09-12,1,0,0,0,0,1,0,0
Iberia,380,1,383,2023-12-15,2023-09-12,1,0,0,0,0,1,0,0
Iberia,515,1,479,2023-12-15,2023-09-12,1,0,0,0,0,1,0,0
British Airways,740,1,302,2023-12-15,2023-09-12,1,0,0,0,0,1,0,0
Iberia,1005,1,253,2023-12-15,2023-09-12,1,0,0,0,0,1,0,0
British Airways,735,1,308,2023-12-15,2023-09-12,1,0,0,0,0,1,0,0
British Airways,755,1,302,2023-12-15,2023-09-12,1,0,0,0,0,1,0,0
British Airways,775,1,318,2023-12-15,2023-09-12,1,0,0,0,0,1,0,0
British Airways,795,1,308,2023-12-15,2023-09-12,1,0,0,0,0,1,0,0
Iberia,1505,1,255,2023-12-15,2023-09-12,1,0,0,0,0,1,0,0
British Airways,825,1,336,2023-12-15,2023-09-12,1,0,0,0,0,1,0,0
Iberia,760,1,479,2023-12-15,2023-09-12,1,0,0,0,0,1,0,0
Iberia,915,1,427,2023-12-15,2023-09-12,1,0,0,0,0,1,0,0
Iberia,1065,1,380,2023-12-15,2023-09-12,1,0,0,0,0,1,0,0
Aer Lingus,155,0,251,2023-11-12,2023-09-12,1,0,0,0,0,0,1,0
Iberia Express,155,0,242,2023-11-12,2023-09-12,1,0,0,0,0,0,1,0
"TAP AIR PORTUGAL, ALSA",770,1,181,2023-11-12,2023-09-12,1,0,0,0,0,0,1,0
Iberia,155,0,244,2023-11-12,2023-09-12,1,0,0,0,0,0,1,0
Vueling,155,0,244,2023-11-12,2023-09-12,1,0,0,0,0,0,1,0
Aer Lingus,155,0,251,2023-11-12,2023-09-12,1,0,0,0,0,0,1,0
British Airways,155,0,290,2023-11-12,2023-09-12,1,0,0,0,0,0,1,0
Aer Lingus,170,0,451,2023-11-12,2023-09-12,1,0,0,0,0,0,1,0
TAP AIR PORTUGAL,350,1,286,2023-11-12,2023-09-12,1,0,0,0,0,0,1,0
KLM,305,1,337,2023-11-12,2023-09-12,1,0,0,0,0,0,1,0
TAP AIR PORTUGAL,490,1,251,2023-11-12,2023-09-12,1,0,0,0,0,0,1,0
"TAP AIR PORTUGAL, easyJet",315,1,300,2023-11-12,2023-09-12,1,0,0,0,0,0,1,0
"TAP AIR PORTUGAL, Air Europa",370,1,274,2023-11-12,2023-09-12,1,0,0,0,0,0,1,0
"Aer Lingus, Iberia Express",435,1,255,2023-11-12,2023-09-12,1,0,0,0,0,0,1,0
KLM,310,1,492,2023-11-12,2023-09-12,1,0,0,0,0,0,1,0
TAP AIR PORTUGAL,515,1,286,2023-11-12,2023-09-12,1,0,0,0,0,0,1,0
Aer Lingus,170,0,226,2023-12-12,2023-09-12,1,0,0,0,0,0,1,0
Iberia,155,0,228,2023-12-12,2023-09-12,1,0,0,0,0,0,1,0
"Vueling, Iberia",1075,1,123,2023-12-12,2023-09-12,1,0,0,0,0,0,1,0
Aer Lingus,170,0,219,2023-12-12,2023-09-12,1,0,0,0,0,0,1,0
Vueling,380,1,127,2023-12-12,2023-09-12,1,0,0,0,0,0,1,0
Aer Lingus,155,0,236,2023-12-12,2023-09-12,1,0,0,0,0,0,1,0
Iberia,170,0,243,2023-12-12,2023-09-12,1,0,0,0,0,0,1,0
"Vueling, Air Europa",380,1,126,2023-12-12,2023-09-12,1,0,0,0,0,0,1,0
Iberia Express,155,0,288,2023-12-12,2023-09-12,1,0,0,0,0,0,1,0
British Airways,170,0,290,2023-12-12,2023-09-12,1,0,0,0,0,0,1,0
British Airways,155,0,369,2023-12-12,2023-09-12,1,0,0,0,0,0,1,0
"Vueling, Iberia",345,1,156,2023-12-12,2023-09-12,1,0,0,0,0,0,1,0
"Vueling, Renfe",420,1,148,2023-12-12,2023-09-12,1,0,0,0,0,0,1,0
"Aer Lingus, Iberia",345,1,190,2023-12-12,2023-09-12,1,0,0,0,0,0,1,0
"Aer Lingus, Iberia Express",390,1,183,2023-12-12,2023-09-12,1,0,0,0,0,0,1,0
"Aer Lingus, Air Europa",335,1,217,2023-12-12,2023-09-12,1,0,0,0,0,0,1,0
"Aer Lingus, Iberia",400,1,190,2023-12-12,2023-09-12,1,0,0,0,0,0,1,0
Aer Lingus,155,0,117,2023-12-13,2023-09-12,1,0,0,0,0,0,1,0
Aer Lingus,155,0,117,2023-12-13,2023-09-12,1,0,0,0,0,0,1,0
Vueling,675,1,70,2023-12-13,2023-09-12,1,0,0,0,0,0,1,0
Iberia Express,155,0,122,2023-12-13,2023-09-12,1,0,0,0,0,0,1,0
Vueling,155,0,128,2023-12-13,2023-09-12,1,0,0,0,0,0,1,0
Iberia,155,0,132,2023-12-13,2023-09-12,1,0,0,0,0,0,1,0
British Airways,155,0,173,2023-12-13,2023-09-12,1,0,0,0,0,0,1,0
"Vueling, Renfe",415,1,75,2023-12-13,2023-09-12,1,0,0,0,0,0,1,0
"Vueling, Iberia",315,1,114,2023-12-13,2023-09-12,1,0,0,0,0,0,1,0
KLM,305,1,188,2023-12-13,2023-09-12,1,0,0,0,0,0,1,0
KLM,310,1,188,2023-12-13,2023-09-12,1,0,0,0,0,0,1,0
"Vueling, Air Europa",675,1,85,2023-12-13,2023-09-12,1,0,0,0,0,0,1,0
Vueling,430,1,116,2023-12-13,2023-09-12,1,0,0,0,0,0,1,0
KLM,375,1,188,2023-12-13,2023-09-12,1,0,0,0,0,0,1,0
Vueling,430,1,127,2023-12-13,2023-09-12,1,0,0,0,0,0,1,0
KLM,320,1,262,2023-12-13,2023-09-12,1,0,0,0,0,0,1,0
KLM,310,1,183,2023-12-14,2023-09-12,1,0,0,0,0,0,1,0
"Vueling, Air Europa",650,1,76,2023-12-14,2023-09-12,1,0,0,0,0,0,1,0
Iberia Express,155,0,242,2023-12-14,2023-09-12,1,0,0,0,0,0,1,0
Iberia,155,0,244,2023-12-14,2023-09-12,1,0,0,0,0,0,1,0
Aer Lingus,170,0,243,2023-12-14,2023-09-12,1,0,0,0,0,0,1,0
Iberia,170,0,244,2023-12-14,2023-09-12,1,0,0,0,0,0,1,0
Aer Lingus,155,0,250,2023-12-14,2023-09-12,1,0,0,0,0,0,1,0
Vueling,650,1,79,2023-12-14,2023-09-12,1,0,0,0,0,0,1,0
Vueling,405,1,109,2023-12-14,2023-09-12,1,0,0,0,0,0,1,0
"Vueling, Iberia",320,1,139,2023-12-14,2023-09-12,1,0,0,0,0,0,1,0
"Vueling, Renfe",450,1,97,2023-12-14,2023-09-12,1,0,0,0,0,0,1,0
Vueling,155,0,277,2023-12-14,2023-09-12,1,0,0,0,0,0,1,0
Iberia,155,0,279,2023-12-14,2023-09-12,1,0,0,0,0,0,1,0
KLM,310,1,175,2023-12-14,2023-09-12,1,0,0,0,0,0,1,0
British Airways,155,0,290,2023-12-14,2023-09-12,1,0,0,0,0,0,1,0
British Airways,170,0,290,2023-12-14,2023-09-12,1,0,0,0,0,0,1,0
Aer Lingus,155,0,157,2023-12-15,2023-09-12,1,0,0,0,0,0,1,0
Iberia,155,0,131,2023-12-15,2023-09-12,1,0,0,0,0,0,1,0
Aer Lingus,155,0,157,2023-12-15,2023-09-12,1,0,0,0,0,0,1,0
Vueling,155,0,167,2023-12-15,2023-09-12,1,0,0,0,0,0,1,0
Iberia Express,155,0,172,2023-12-15,2023-09-12,1,0,0,0,0,0,1,0
British Airways,155,0,216,2023-12-15,2023-09-12,1,0,0,0,0,0,1,0
Vueling,325,1,137,2023-12-15,2023-09-12,1,0,0,0,0,0,1,0
"Vueling, Air Europa",325,1,132,2023-12-15,2023-09-12,1,0,0,0,0,0,1,0
Aer Lingus,155,0,355,2023-12-15,2023-09-12,1,0,0,0,0,0,1,0
Iberia,155,0,364,2023-12-15,2023-09-12,1,0,0,0,0,0,1,0
Aer Lingus,170,0,384,2023-12-15,2023-09-12,1,0,0,0,0,0,1,0
British Airways,155,0,413,2023-12-15,2023-09-12,1,0,0,0,0,0,1,0
Iberia,170,0,426,2023-12-15,2023-09-12,1,0,0,0,0,0,1,0
British Airways,170,0,476,2023-12-15,2023-09-12,1,0,0,0,0,0,1,0
"Vueling, Renfe",440,1,144,2023-12-15,2023-09-12,1,0,0,0,0,0,1,0
KLM,320,1,230,2023-12-15,2023-09-12,1,0,0,0,0,0,1,0
"Aer Lingus, Binter Canarias",420,1,197,2023-11-12,2023-09-12,1,0,0,0,0,0,0,1
"Aer Lingus, Binter Canarias",480,1,197,2023-11-12,2023-09-12,1,0,0,0,0,0,0,1
Multiple Airlines,590,2,224,2023-11-12,2023-09-12,1,0,0,0,0,0,0,1
Multiple Airlines,975,2,224,2023-11-12,2023-09-12,1,0,0,0,0,0,0,1
Multiple Airlines,770,2,226,2023-11-12,2023-09-12,1,0,0,0,0,0,0,1
Multiple Airlines,1005,2,217,2023-11-12,2023-09-12,1,0,0,0,0,0,0,1
Multiple Airlines,1080,2,226,2023-11-12,2023-09-12,1,0,0,0,0,0,0,1
Multiple Airlines,1065,2,226,2023-11-12,2023-09-12,1,0,0,0,0,0,0,1
Multiple Airlines,1085,2,240,2023-11-12,2023-09-12,1,0,0,0,0,0,0,1
Vueling,1170,2,246,2023-11-12,2023-09-12,1,0,0,0,0,0,0,1
"Aer Lingus, Vueling",1070,2,259,2023-11-12,2023-09-12,1,0,0,0,0,0,0,1
Multiple Airlines,1185,2,223,2023-11-12,2023-09-12,1,0,0,0,0,0,0,1
Multiple Airlines,1210,2,226,2023-11-12,2023-09-12,1,0,0,0,0,0,0,1
Iberia,1160,1,368,2023-11-12,2023-09-12,1,0,0,0,0,0,0,1
Vueling,1170,2,353,2023-11-12,2023-09-12,1,0,0,0,0,0,0,1
"Aer Lingus, Binter Canarias",420,1,194,2023-12-12,2023-09-12,1,0,0,0,0,0,0,1
"Aer Lingus, Binter Canarias",480,1,177,2023-12-12,2023-09-12,1,0,0,0,0,0,0,1
"Aer Lingus, Binter Canarias",435,1,219,2023-12-12,2023-09-12,1,0,0,0,0,0,0,1
"Aer Lingus, Binter Canarias",370,1,315,2023-12-12,2023-09-12,1,0,0,0,0,0,0,1
"Aer Lingus, Binter Canarias",540,1,186,2023-12-12,2023-09-12,1,0,0,0,0,0,0,1
"Aer Lingus, Vueling",440,1,290,2023-12-12,2023-09-12,1,0,0,0,0,0,0,1
Iberia,555,1,286,2023-12-12,2023-09-12,1,0,0,0,0,0,0,1
"Aer Lingus, Binter Canarias",495,2,199,2023-12-12,2023-09-12,1,0,0,0,0,0,0,1
Multiple Airlines,560,2,218,2023-12-12,2023-09-12,1,0,0,0,0,0,0,1
"Aer Lingus, Vueling",725,1,218,2023-12-12,2023-09-12,1,0,0,0,0,0,0,1
Multiple Airlines,590,2,216,2023-12-12,2023-09-12,1,0,0,0,0,0,0,1
Multiple Airlines,620,2,205,2023-12-12,2023-09-12,1,0,0,0,0,0,0,1
Multiple Airlines,680,2,218,2023-12-12,2023-09-12,1,0,0,0,0,0,0,1
"KLM, Vueling",805,2,335,2023-12-12,2023-09-12,1,0,0,0,0,0,0,1
British Airways,705,2,727,2023-12-12,2023-09-12,1,0,0,0,0,0,0,1
Vueling,575,1,145,2023-12-13,2023-09-12,1,0,0,0,0,0,0,1
Vueling,1440,1,97,2023-12-13,2023-09-12,1,0,0,0,0,0,0,1
"Aer Lingus, Binter Canarias",520,1,242,2023-12-13,2023-09-12,1,0,0,0,0,0,0,1
"Aer Lingus, Binter Canarias",600,1,242,2023-12-13,2023-09-12,1,0,0,0,0,0,0,1
Iberia,575,1,371,2023-12-13,2023-09-12,1,0,0,0,0,0,0,1
"Iberia Express, Air Europa",830,1,194,2023-12-13,2023-09-12,1,0,0,0,0,0,0,1
Iberia,860,1,220,2023-12-13,2023-09-12,1,0,0,0,0,0,0,1
"Aer Lingus, Vueling",725,1,230,2023-12-13,2023-09-12,1,0,0,0,0,0,0,1
Iberia Express,860,1,193,2023-12-13,2023-09-12,1,0,0,0,0,0,0,1
Vueling,565,2,385,2023-12-13,2023-09-12,1,0,0,0,0,0,0,1
Vueling,860,1,269,2023-12-13,2023-09-12,1,0,0,0,0,0,0,1
"Aer Lingus, Air Europa",830,1,242,2023-12-13,2023-09-12,1,0,0,0,0,0,0,1
British Airways,860,1,310,2023-12-13,2023-09-12,1,0,0,0,0,0,0,1
Iberia,935,1,238,2023-12-13,2023-09-12,1,0,0,0,0,0,0,1
"KLM, Iberia",645,2,347,2023-12-13,2023-09-12,1,0,0,0,0,0,0,1
Vueling,935,1,269,2023-12-13,2023-09-12,1,0,0,0,0,0,0,1
Vueling,550,1,155,2023-12-14,2023-09-12,1,0,0,0,0,0,0,1
"Aer Lingus, Binter Canarias",450,1,235,2023-12-14,2023-09-12,1,0,0,0,0,0,0,1
"Aer Lingus, Binter Canarias",490,1,279,2023-12-14,2023-09-12,1,0,0,0,0,0,0,1
"Aer Lingus, Binter Canarias",525,1,258,2023-12-14,2023-09-12,1,0,0,0,0,0,0,1
Iberia,555,1,299,2023-12-14,2023-09-12,1,0,0,0,0,0,0,1
Iberia,610,1,299,2023-12-14,2023-09-12,1,0,0,0,0,0,0,1
Iberia,830,1,238,2023-12-14,2023-09-12,1,0,0,0,0,0,0,1
"Aer Lingus, Binter Canarias",570,1,279,2023-12-14,2023-09-12,1,0,0,0,0,0,0,1
Multiple Airlines,585,2,233,2023-12-14,2023-09-12,1,0,0,0,0,0,0,1
Iberia,500,1,498,2023-12-14,2023-09-12,1,0,0,0,0,0,0,1
Iberia,550,1,413,2023-12-14,2023-09-12,1,0,0,0,0,0,0,1
Multiple Airlines,645,2,233,2023-12-14,2023-09-12,1,0,0,0,0,0,0,1
Multiple Airlines,675,2,233,2023-12-14,2023-09-12,1,0,0,0,0,0,0,1
"Aer Lingus, Vueling",725,1,255,2023-12-14,2023-09-12,1,0,0,0,0,0,0,1
Multiple Airlines,705,2,233,2023-12-14,2023-09-12,1,0,0,0,0,0,0,1
"Aer Lingus, Binter Canarias",520,1,236,2023-12-15,2023-09-12,1,0,0,0,0,0,0,1
"Aer Lingus, Vueling",1015,1,162,2023-12-15,2023-09-12,1,0,0,0,0,0,0,1
Iberia,865,1,196,2023-12-15,2023-09-12,1,0,0,0,0,0,0,1
"Aer Lingus, Binter Canarias",585,1,236,2023-12-15,2023-09-12,1,0,0,0,0,0,0,1
"Aer Lingus, Binter Canarias",600,1,236,2023-12-15,2023-09-12,1,0,0,0,0,0,0,1
Iberia,940,1,307,2023-12-15,2023-09-12,1,0,0,0,0,0,0,1
"Aer Lingus, Air Europa",835,1,284,2023-12-15,2023-09-12,1,0,0,0,0,0,0,1
Iberia,555,1,657,2023-12-15,2023-09-12,1,0,0,0,0,0,0,1
"Aer Lingus, Vueling",710,1,373,2023-12-15,2023-09-12,1,0,0,0,0,0,0,1
"Aer Lingus, Vueling",745,1,384,2023-12-15,2023-09-12,1,0,0,0,0,0,0,1
Multiple Airlines,760,2,331,2023-12-15,2023-09-12,1,0,0,0,0,0,0,1
KLM,660,2,550,2023-12-15,2023-09-12,1,0,0,0,0,0,0,1
"KLM, Air Europa",660,2,559,2023-12-15,2023-09-12,1,0,0,0,0,0,0,1
Iberia,720,1,657,2023-12-15,2023-09-12,1,0,0,0,0,0,0,1
Iberia,1160,1,211,2023-12-15,2023-09-12,1,0,0,0,0,0,0,1
Vueling,1120,1,95,2023-11-12,2023-09-12,0,1,0,0,1,0,0,0
British Airways,440,1,267,2023-11-12,2023-09-12,0,1,0,0,1,0,0,0
"Iberia, British Airways",440,1,291,2023-11-12,2023-09-12,0,1,0,0,1,0,0,0
"Vueling, Aer Lingus",475,2,227,2023-11-12,2023-09-12,0,1,0,0,1,0,0,0
British Airways,465,1,305,2023-11-12,2023-09-12,0,1,0,0,1,0,0,0
British Airways,380,1,360,2023-11-12,2023-09-12,0,1,0,0,1,0,0,0
Iberia,1065,1,189,2023-11-12,2023-09-12,0,1,0,0,1,0,0,0
British Airways,525,1,294,2023-11-12,2023-09-12,0,1,0,0,1,0,0,0
"Swiftair, Iberia",950,2,135,2023-11-12,2023-09-12,0,1,0,0,1,0,0,0
"Air Europa, Iberia",950,2,137,2023-11-12,2023-09-12,0,1,0,0,1,0,0,0
"Iberia, British Airways",380,1,396,2023-11-12,2023-09-12,0,1,0,0,1,0,0,0
British Airways,505,1,315,2023-11-12,2023-09-12,0,1,0,0,1,0,0,0
"Iberia, British Airways",465,1,336,2023-11-12,2023-09-12,0,1,0,0,1,0,0,0
British Airways,430,1,360,2023-11-12,2023-09-12,0,1,0,0,1,0,0,0
Iberia,355,1,434,2023-11-12,2023-09-12,0,1,0,0,1,0,0,0
Vueling,440,1,72,2023-12-12,2023-09-12,0,1,0,0,1,0,0,0
Vueling,820,1,54,2023-12-12,2023-09-12,0,1,0,0,1,0,0,0
"Vueling, Aer Lingus",400,1,170,2023-12-12,2023-09-12,0,1,0,0,1,0,0,0
Vueling,955,1,70,2023-12-12,2023-09-12,0,1,0,0,1,0,0,0
British Airways,465,1,234,2023-12-12,2023-09-12,0,1,0,0,1,0,0,0
"Iberia, British Airways",460,2,167,2023-12-12,2023-09-12,0,1,0,0,1,0,0,0
Vueling,1100,1,70,2023-12-12,2023-09-12,0,1,0,0,1,0,0,0
British Airways,440,1,257,2023-12-12,2023-09-12,0,1,0,0,1,0,0,0
Vueling,1160,1,74,2023-12-12,2023-09-12,0,1,0,0,1,0,0,0
Vueling,405,2,174,2023-12-12,2023-09-12,0,1,0,0,1,0,0,0
British Airways,380,1,311,2023-12-12,2023-09-12,0,1,0,0,1,0,0,0
"Iberia, British Airways",520,2,161,2023-12-12,2023-09-12,0,1,0,0,1,0,0,0
"Air Europa, Vueling",375,2,195,2023-12-12,2023-09-12,0,1,0,0,1,0,0,0
"Iberia, British Airways",465,1,267,2023-12-12,2023-09-12,0,1,0,0,1,0,0,0
British Airways,505,1,250,2023-12-12,2023-09-12,0,1,0,0,1,0,0,0
Iberia,350,1,78,2023-12-13,2023-09-12,0,1,0,0,1,0,0,0
Vueling,845,1,56,2023-12-13,2023-09-12,0,1,0,0,1,0,0,0
Iberia Express,350,1,76,2023-12-13,2023-09-12,0,1,0,0,1,0,0,0
"Iberia, Iberia Express",350,1,79,2023-12-13,2023-09-12,0,1,0,0,1,0,0,0
"Iberia Express, Iberia",350,1,82,2023-12-13,2023-09-12,0,1,0,0,1,0,0,0
British Airways,350,1,124,2023-12-13,2023-09-12,0,1,0,0,1,0,0,0
Vueling,350,1,156,2023-12-13,2023-09-12,0,1,0,0,1,0,0,0
Iberia,820,1,69,2023-12-13,2023-09-12,0,1,0,0,1,0,0,0
Iberia Express,820,1,64,2023-12-13,2023-09-12,0,1,0,0,1,0,0,0
"Vueling, Aer Lingus",400,1,167,2023-12-13,2023-09-12,0,1,0,0,1,0,0,0
"Iberia, Iberia Express",820,1,67,2023-12-13,2023-09-12,0,1,0,0,1,0,0,0
"Iberia Express, Iberia",820,1,68,2023-12-13,2023-09-12,0,1,0,0,1,0,0,0
British Airways,465,1,224,2023-12-13,2023-09-12,0,1,0,0,1,0,0,0
British Airways,820,1,108,2023-12-13,2023-09-12,0,1,0,0,1,0,0,0
"Iberia, British Airways",455,2,167,2023-12-13,2023-09-12,0,1,0,0,1,0,0,0
Iberia,355,1,118,2023-12-14,2023-09-12,0,1,0,0,1,0,0,0
Vueling,1165,1,70,2023-12-14,2023-09-12,0,1,0,0,1,0,0,0
Iberia Express,355,1,124,2023-12-14,2023-09-12,0,1,0,0,1,0,0,0
"Vueling, Iberia",355,1,126,2023-12-14,2023-09-12,0,1,0,0,1,0,0,0
British Airways,355,1,171,2023-12-14,2023-09-12,0,1,0,0,1,0,0,0
Vueling,355,1,156,2023-12-14,2023-09-12,0,1,0,0,1,0,0,0
"Iberia Express, Iberia",355,1,128,2023-12-14,2023-09-12,0,1,0,0,1,0,0,0
"Iberia, Iberia Express",355,1,129,2023-12-14,2023-09-12,0,1,0,0,1,0,0,0
"Vueling, Aer Lingus",345,1,141,2023-12-14,2023-09-12,0,1,0,0,1,0,0,0
Iberia,610,1,80,2023-12-14,2023-09-12,0,1,0,0,1,0,0,0
"Air Europa, Iberia",490,1,127,2023-12-14,2023-09-12,0,1,0,0,1,0,0,0
"Air Europa, Aer Lingus",490,1,134,2023-12-14,2023-09-12,0,1,0,0,1,0,0,0
British Airways,610,1,124,2023-12-14,2023-09-12,0,1,0,0,1,0,0,0
"Vueling, Aer Lingus",485,1,141,2023-12-14,2023-09-12,0,1,0,0,1,0,0,0
"Vueling, Aer Lingus",400,1,170,2023-12-14,2023-09-12,0,1,0,0,1,0,0,0
Iberia,330,1,218,2023-12-14,2023-09-12,0,1,0,0,1,0,0,0
Vueling,485,1,67,2023-12-15,2023-09-12,0,1,0,0,1,0,0,0
Vueling,290,1,121,2023-12-15,2023-09-12,0,1,0,0,1,0,0,0
