Airline,Duration,Total stops,Price,Date,Date scraped,Source_DUB,Source_IBZ,Source_MAD,Source_TFN,Destination_DUB,Destination_IBZ,Destination_MAD,Destination_TFN
"Vueling, Aer Lingus",400,1,64,2023-12-15,2023-05-12,0,1,0,0,1,0,0,0
Vueling,290,1,118,2023-12-15,2023-05-12,0,1,0,0,1,0,0,0
"Vueling, Aer Lingus",370,1,111,2023-12-15,2023-05-12,0,1,0,0,1,0,0,0
"Vueling, Transavia France",330,1,135,2023-12-15,2023-05-12,0,1,0,0,1,0,0,0
"Vueling, Aer Lingus",500,1,101,2023-12-15,2023-05-12,0,1,0,0,1,0,0,0
"CitizenPlane, Aer Lingus",370,1,152,2023-12-15,2023-05-12,0,1,0,0,1,0,0,0
"Vueling, Aer Lingus",575,1,101,2023-12-15,2023-05-12,0,1,0,0,1,0,0,0
Iberia,840,1,78,2023-12-15,2023-05-12,0,1,0,0,1,0,0,0
Vueling,395,2,169,2023-12-15,2023-05-12,0,1,0,0,1,0,0,0
Iberia Express,840,1,69,2023-12-15,2023-05-12,0,1,0,0,1,0,0,0
"Iberia, Iberia Express",840,1,73,2023-12-15,2023-05-12,0,1,0,0,1,0,0,0
British Airways,380,1,235,2023-12-15,2023-05-12,0,1,0,0,1,0,0,0
British Airways,465,1,224,2023-12-15,2023-05-12,0,1,0,0,1,0,0,0
"Iberia, Aer Lingus",330,1,239,2023-12-15,2023-05-12,0,1,0,0,1,0,0,0
Aer Lingus,160,0,126,2023-11-12,2023-05-12,0,0,1,0,1,0,0,0
Iberia Express,160,0,125,2023-11-12,2023-05-12,0,0,1,0,1,0,0,0
"Iberia Express, Aer Lingus",755,1,76,2023-11-12,2023-05-12,0,0,1,0,1,0,0,0
Aer Lingus,160,0,126,2023-11-12,2023-05-12,0,0,1,0,1,0,0,0
Iberia,160,0,126,2023-11-12,2023-05-12,0,0,1,0,1,0,0,0
Aer Lingus,165,0,140,2023-11-12,2023-05-12,0,0,1,0,1,0,0,0
Vueling,160,0,147,2023-11-12,2023-05-12,0,0,1,0,1,0,0,0
British Airways,160,0,181,2023-11-12,2023-05-12,0,0,1,0,1,0,0,0
Iberia,165,0,200,2023-11-12,2023-05-12,0,0,1,0,1,0,0,0
British Airways,165,0,260,2023-11-12,2023-05-12,0,0,1,0,1,0,0,0
"Iberia Express, Aer Lingus",415,1,107,2023-11-12,2023-05-12,0,0,1,0,1,0,0,0
"Iberia, Aer Lingus",415,1,109,2023-11-12,2023-05-12,0,0,1,0,1,0,0,0
Air France,325,1,143,2023-11-12,2023-05-12,0,0,1,0,1,0,0,0
"Air Europa, Transavia France",350,1,140,2023-11-12,2023-05-12,0,0,1,0,1,0,0,0
British Airways,350,1,179,2023-11-12,2023-05-12,0,0,1,0,1,0,0,0
"Iberia, British Airways",350,1,186,2023-11-12,2023-05-12,0,0,1,0,1,0,0,0
"British Airways, Aer Lingus",415,1,158,2023-11-12,2023-05-12,0,0,1,0,1,0,0,0
Aer Lingus,165,0,67,2023-12-12,2023-05-12,0,0,1,0,1,0,0,0
Iberia Express,150,0,41,2023-12-12,2023-05-12,0,0,1,0,1,0,0,0
Iberia,150,0,42,2023-12-12,2023-05-12,0,0,1,0,1,0,0,0
Vueling,150,0,53,2023-12-12,2023-05-12,0,0,1,0,1,0,0,0
Aer Lingus,165,0,61,2023-12-12,2023-05-12,0,0,1,0,1,0,0,0
Iberia,165,0,66,2023-12-12,2023-05-12,0,0,1,0,1,0,0,0
Aer Lingus,150,0,75,2023-12-12,2023-05-12,0,0,1,0,1,0,0,0
British Airways,150,0,78,2023-12-12,2023-05-12,0,0,1,0,1,0,0,0
British Airways,165,0,103,2023-12-12,2023-05-12,0,0,1,0,1,0,0,0
Vueling,330,1,81,2023-12-12,2023-05-12,0,0,1,0,1,0,0,0
British Airways,290,1,137,2023-12-12,2023-05-12,0,0,1,0,1,0,0,0
British Airways,350,1,122,2023-12-12,2023-05-12,0,0,1,0,1,0,0,0
Air France,325,1,141,2023-12-12,2023-05-12,0,0,1,0,1,0,0,0
British Airways,375,1,122,2023-12-12,2023-05-12,0,0,1,0,1,0,0,0
British Airways,365,1,127,2023-12-12,2023-05-12,0,0,1,0,1,0,0,0
British Airways,385,1,124,2023-12-12,2023-05-12,0,0,1,0,1,0,0,0
Aer Lingus,160,0,75,2023-12-13,2023-05-12,0,0,1,0,1,0,0,0
Iberia,160,0,42,2023-12-13,2023-05-12,0,0,1,0,1,0,0,0
Iberia Express,160,0,40,2023-12-13,2023-05-12,0,0,1,0,1,0,0,0
Vueling,160,0,53,2023-12-13,2023-05-12,0,0,1,0,1,0,0,0
Aer Lingus,160,0,75,2023-12-13,2023-05-12,0,0,1,0,1,0,0,0
British Airways,160,0,78,2023-12-13,2023-05-12,0,0,1,0,1,0,0,0
Transavia France,400,1,90,2023-12-13,2023-05-12,0,0,1,0,1,0,0,0
"Air Europa, Transavia France",345,1,103,2023-12-13,2023-05-12,0,0,1,0,1,0,0,0
British Airways,315,1,152,2023-12-13,2023-05-12,0,0,1,0,1,0,0,0
British Airways,325,1,152,2023-12-13,2023-05-12,0,0,1,0,1,0,0,0
"Air Europa, Aer Lingus",355,1,117,2023-12-13,2023-05-12,0,0,1,0,1,0,0,0
TAP AIR PORTUGAL,405,1,114,2023-12-13,2023-05-12,0,0,1,0,1,0,0,0
British Airways,290,1,184,2023-12-13,2023-05-12,0,0,1,0,1,0,0,0
British Airways,325,1,165,2023-12-13,2023-05-12,0,0,1,0,1,0,0,0
Air France,325,1,142,2023-12-13,2023-05-12,0,0,1,0,1,0,0,0
British Airways,365,1,122,2023-12-13,2023-05-12,0,0,1,0,1,0,0,0
Aer Lingus,160,0,45,2023-12-14,2023-05-12,0,0,1,0,1,0,0,0
Aer Lingus,160,0,40,2023-12-14,2023-05-12,0,0,1,0,1,0,0,0
Iberia,150,0,42,2023-12-14,2023-05-12,0,0,1,0,1,0,0,0
Iberia Express,150,0,42,2023-12-14,2023-05-12,0,0,1,0,1,0,0,0
Aer Lingus,165,0,40,2023-12-14,2023-05-12,0,0,1,0,1,0,0,0
Iberia,160,0,42,2023-12-14,2023-05-12,0,0,1,0,1,0,0,0
Iberia Express,160,0,42,2023-12-14,2023-05-12,0,0,1,0,1,0,0,0
Vueling,150,0,53,2023-12-14,2023-05-12,0,0,1,0,1,0,0,0
Vueling,160,0,53,2023-12-14,2023-05-12,0,0,1,0,1,0,0,0
Iberia,165,0,66,2023-12-14,2023-05-12,0,0,1,0,1,0,0,0
Iberia,160,0,66,2023-12-14,2023-05-12,0,0,1,0,1,0,0,0
Aer Lingus,150,0,75,2023-12-14,2023-05-12,0,0,1,0,1,0,0,0
Aer Lingus,160,0,75,2023-12-14,2023-05-12,0,0,1,0,1,0,0,0
British Airways,150,0,78,2023-12-14,2023-05-12,0,0,1,0,1,0,0,0
British Airways,160,0,78,2023-12-14,2023-05-12,0,0,1,0,1,0,0,0
British Airways,165,0,103,2023-12-14,2023-05-12,0,0,1,0,1,0,0,0
Aer Lingus,160,0,45,2023-12-15,2023-05-12,0,0,1,0,1,0,0,0
Aer Lingus,160,0,40,2023-12-15,2023-05-12,0,0,1,0,1,0,0,0
Iberia,160,0,42,2023-12-15,2023-05-12,0,0,1,0,1,0,0,0
Iberia Express,160,0,43,2023-12-15,2023-05-12,0,0,1,0,1,0,0,0
Vueling,160,0,53,2023-12-15,2023-05-12,0,0,1,0,1,0,0,0
Iberia,160,0,67,2023-12-15,2023-05-12,0,0,1,0,1,0,0,0
Iberia,165,0,67,2023-12-15,2023-05-12,0,0,1,0,1,0,0,0
Aer Lingus,160,0,75,2023-12-15,2023-05-12,0,0,1,0,1,0,0,0
British Airways,160,0,78,2023-12-15,2023-05-12,0,0,1,0,1,0,0,0
British Airways,165,0,103,2023-12-15,2023-05-12,0,0,1,0,1,0,0,0
British Airways,160,0,103,2023-12-15,2023-05-12,0,0,1,0,1,0,0,0
Aer Lingus,165,0,120,2023-12-15,2023-05-12,0,0,1,0,1,0,0,0
Vueling,375,1,108,2023-12-15,2023-05-12,0,0,1,0,1,0,0,0
"Vueling, Aer Lingus",315,1,119,2023-12-15,2023-05-12,0,0,1,0,1,0,0,0
Air France,325,1,141,2023-12-15,2023-05-12,0,0,1,0,1,0,0,0
"Iberia, Aer Lingus",455,1,93,2023-12-15,2023-05-12,0,0,1,0,1,0,0,0
"Binter Canarias, Aer Lingus",390,1,155,2023-11-12,2023-05-12,0,0,0,1,1,0,0,0
"Air Europa, Aer Lingus",765,1,131,2023-11-12,2023-05-12,0,0,0,1,1,0,0,0
"Binter Canarias, Aer Lingus",450,1,155,2023-11-12,2023-05-12,0,0,0,1,1,0,0,0
Iberia,860,1,139,2023-11-12,2023-05-12,0,0,0,1,1,0,0,0
"Air Europa, Aer Lingus",900,1,131,2023-11-12,2023-05-12,0,0,0,1,1,0,0,0
"Binter Canarias, Aer Lingus",510,1,178,2023-11-12,2023-05-12,0,0,0,1,1,0,0,0
Iberia,920,1,139,2023-11-12,2023-05-12,0,0,0,1,1,0,0,0
"Binter Canarias, Aer Lingus",570,1,172,2023-11-12,2023-05-12,0,0,0,1,1,0,0,0
British Airways,860,1,149,2023-11-12,2023-05-12,0,0,0,1,1,0,0,0
Iberia,1025,1,139,2023-11-12,2023-05-12,0,0,0,1,1,0,0,0
British Airways,920,1,149,2023-11-12,2023-05-12,0,0,0,1,1,0,0,0
"Canaryfly, Aer Lingus",765,1,153,2023-11-12,2023-05-12,0,0,0,1,1,0,0,0
"Canaryfly, Aer Lingus",900,1,153,2023-11-12,2023-05-12,0,0,0,1,1,0,0,0
"Binter Canarias, Aer Lingus",900,1,155,2023-11-12,2023-05-12,0,0,0,1,1,0,0,0
"Binter Canarias, Aer Lingus",720,1,178,2023-11-12,2023-05-12,0,0,0,1,1,0,0,0
"Binter Canarias, Aer Lingus",360,1,163,2023-12-12,2023-05-12,0,0,0,1,1,0,0,0
"Air Europa, Aer Lingus",765,1,131,2023-12-12,2023-05-12,0,0,0,1,1,0,0,0
"Binter Canarias, Aer Lingus",390,1,154,2023-12-12,2023-05-12,0,0,0,1,1,0,0,0
"Binter Canarias, Aer Lingus",420,1,163,2023-12-12,2023-05-12,0,0,0,1,1,0,0,0
"Binter Canarias, Aer Lingus",450,1,154,2023-12-12,2023-05-12,0,0,0,1,1,0,0,0
"Binter Canarias, Aer Lingus",480,1,155,2023-12-12,2023-05-12,0,0,0,1,1,0,0,0
"Binter Canarias, Aer Lingus",430,1,206,2023-12-12,2023-05-12,0,0,0,1,1,0,0,0
"Binter Canarias, Aer Lingus",510,1,156,2023-12-12,2023-05-12,0,0,0,1,1,0,0,0
"Binter Canarias, Aer Lingus",540,1,154,2023-12-12,2023-05-12,0,0,0,1,1,0,0,0
Vueling,780,1,144,2023-12-12,2023-05-12,0,0,0,1,1,0,0,0
"Air Europa, Aer Lingus",390,1,338,2023-12-12,2023-05-12,0,0,0,1,1,0,0,0
"Canaryfly, Aer Lingus",510,1,177,2023-12-12,2023-05-12,0,0,0,1,1,0,0,0
"Binter Canarias, Aer Lingus",570,1,154,2023-12-12,2023-05-12,0,0,0,1,1,0,0,0
Iberia,400,1,505,2023-12-12,2023-05-12,0,0,0,1,1,0,0,0
"Air Europa, Aer Lingus",510,1,209,2023-12-12,2023-05-12,0,0,0,1,1,0,0,0
Vueling,805,1,57,2023-12-13,2023-05-12,0,0,0,1,1,0,0,0
Iberia,420,1,197,2023-12-13,2023-05-12,0,0,0,1,1,0,0,0
British Airways,420,1,216,2023-12-13,2023-05-12,0,0,0,1,1,0,0,0
"Vueling, Aer Lingus",665,1,108,2023-12-13,2023-05-12,0,0,0,1,1,0,0,0
"Air Europa, Iberia",505,1,186,2023-12-13,2023-05-12,0,0,0,1,1,0,0,0
"Air Europa, Iberia Express",505,1,194,2023-12-13,2023-05-12,0,0,0,1,1,0,0,0
Iberia,680,1,197,2023-12-13,2023-05-12,0,0,0,1,1,0,0,0
"Air Europa, Iberia Express",925,2,127,2023-12-13,2023-05-12,0,0,0,1,1,0,0,0
British Airways,680,1,216,2023-12-13,2023-05-12,0,0,0,1,1,0,0,0
Iberia,860,1,164,2023-12-13,2023-05-12,0,0,0,1,1,0,0,0
Multiple Airlines,925,2,132,2023-12-13,2023-05-12,0,0,0,1,1,0,0,0
Multiple Airlines,600,2,194,2023-12-13,2023-05-12,0,0,0,1,1,0,0,0
British Airways,860,1,174,2023-12-13,2023-05-12,0,0,0,1,1,0,0,0
Multiple Airlines,585,2,220,2023-12-13,2023-05-12,0,0,0,1,1,0,0,0
"Vueling, TAP AIR PORTUGAL",975,2,119,2023-12-13,2023-05-12,0,0,0,1,1,0,0,0
"Binter Canarias, Aer Lingus",365,1,160,2023-12-14,2023-05-12,0,0,0,1,1,0,0,0
Vueling,1125,1,86,2023-12-14,2023-05-12,0,0,0,1,1,0,0,0
Iberia,420,1,156,2023-12-14,2023-05-12,0,0,0,1,1,0,0,0
"Binter Canarias, Aer Lingus",395,1,160,2023-12-14,2023-05-12,0,0,0,1,1,0,0,0
"Binter Canarias, Aer Lingus",425,1,155,2023-12-14,2023-05-12,0,0,0,1,1,0,0,0
"Binter Canarias, Aer Lingus",455,1,160,2023-12-14,2023-05-12,0,0,0,1,1,0,0,0
Iberia,495,1,156,2023-12-14,2023-05-12,0,0,0,1,1,0,0,0
"Binter Canarias, Aer Lingus",485,1,155,2023-12-14,2023-05-12,0,0,0,1,1,0,0,0
"Binter Canarias, Aer Lingus",515,1,155,2023-12-14,2023-05-12,0,0,0,1,1,0,0,0
"Binter Canarias, Aer Lingus",545,1,155,2023-12-14,2023-05-12,0,0,0,1,1,0,0,0
"Binter Canarias, Aer Lingus",575,1,155,2023-12-14,2023-05-12,0,0,0,1,1,0,0,0
"Air Europa, Aer Lingus",390,1,315,2023-12-14,2023-05-12,0,0,0,1,1,0,0,0
"Binter Canarias, Aer Lingus",605,1,155,2023-12-14,2023-05-12,0,0,0,1,1,0,0,0
Multiple Airlines,550,2,169,2023-12-14,2023-05-12,0,0,0,1,1,0,0,0
"Binter Canarias, Iberia Express",560,2,168,2023-12-14,2023-05-12,0,0,0,1,1,0,0,0
Multiple Airlines,560,2,185,2023-12-14,2023-05-12,0,0,0,1,1,0,0,0
Iberia,420,1,261,2023-12-15,2023-05-12,0,0,0,1,1,0,0,0
Vueling,2835,3,81,2023-12-15,2023-05-12,0,0,0,1,1,0,0,0
Iberia,880,1,139,2023-12-15,2023-05-12,0,0,0,1,1,0,0,0
Iberia,825,1,139,2023-12-15,2023-05-12,0,0,0,1,1,0,0,0
Vueling,465,1,246,2023-12-15,2023-05-12,0,0,0,1,1,0,0,0
Iberia,520,1,261,2023-12-15,2023-05-12,0,0,0,1,1,0,0,0
Iberia,630,1,247,2023-12-15,2023-05-12,0,0,0,1,1,0,0,0
Vueling,1060,1,133,2023-12-15,2023-05-12,0,0,0,1,1,0,0,0
Iberia,1045,1,153,2023-12-15,2023-05-12,0,0,0,1,1,0,0,0
Vueling,1095,2,111,2023-12-15,2023-05-12,0,0,0,1,1,0,0,0
Multiple Airlines,1165,2,138,2023-12-15,2023-05-12,0,0,0,1,1,0,0,0
Iberia,1000,1,201,2023-12-15,2023-05-12,0,0,0,1,1,0,0,0
Iberia,1335,1,128,2023-12-15,2023-05-12,0,0,0,1,1,0,0,0
Iberia,1180,1,178,2023-12-15,2023-05-12,0,0,0,1,1,0,0,0
Iberia Express,1335,1,120,2023-12-15,2023-05-12,0,0,0,1,1,0,0,0
Iberia Express,1280,1,121,2023-12-15,2023-05-12,0,0,0,1,1,0,0,0
Vueling,1370,1,92,2023-11-12,2023-07-12,1,0,0,0,0,1,0,0
"Transavia France, Vueling",1030,1,103,2023-11-12,2023-07-12,1,0,0,0,0,1,0,0
Multiple Airlines,455,2,233,2023-11-12,2023-07-12,1,0,0,0,0,1,0,0
"Aer Lingus, Vueling",400,1,340,2023-11-12,2023-07-12,1,0,0,0,0,1,0,0
Iberia,750,1,282,2023-11-12,2023-07-12,1,0,0,0,0,1,0,0
"Aer Lingus, Vueling",1135,1,169,2023-11-12,2023-07-12,1,0,0,0,0,1,0,0
British Airways,750,1,327,2023-11-12,2023-07-12,1,0,0,0,0,1,0,0
"Transavia France, Vueling",1020,2,161,2023-11-12,2023-07-12,1,0,0,0,0,1,0,0
"Aer Lingus, Vueling",560,1,360,2023-11-12,2023-07-12,1,0,0,0,0,1,0,0
"British Airways, Iberia",895,1,308,2023-11-12,2023-07-12,1,0,0,0,0,1,0,0
"Aer Lingus, British Airways",895,1,262,2023-11-12,2023-07-12,1,0,0,0,0,1,0,0
"Transavia France, Vueling",1080,2,161,2023-11-12,2023-07-12,1,0,0,0,0,1,0,0
Iberia,1005,1,289,2023-11-12,2023-07-12,1,0,0,0,0,1,0,0
"Transavia France, Vueling",805,2,221,2023-11-12,2023-07-12,1,0,0,0,0,1,0,0
"British Airways, Iberia",1080,1,294,2023-11-12,2023-07-12,1,0,0,0,0,1,0,0
Vueling,435,1,112,2023-12-12,2023-07-12,1,0,0,0,0,1,0,0
Vueling,1120,1,95,2023-12-12,2023-07-12,1,0,0,0,0,1,0,0
"Aer Lingus, Vueling",340,1,147,2023-12-12,2023-07-12,1,0,0,0,0,1,0,0
"Aer Lingus, Vueling",400,1,147,2023-12-12,2023-07-12,1,0,0,0,0,1,0,0
"Aer Lingus, Air Europa",345,1,255,2023-12-12,2023-07-12,1,0,0,0,0,1,0,0
Iberia,300,1,390,2023-12-12,2023-07-12,1,0,0,0,0,1,0,0
Vueling,300,1,399,2023-12-12,2023-07-12,1,0,0,0,0,1,0,0
British Airways,280,1,430,2023-12-12,2023-07-12,1,0,0,0,0,1,0,0
"Aer Lingus, Vueling",550,1,167,2023-12-12,2023-07-12,1,0,0,0,0,1,0,0
Iberia Express,300,1,384,2023-12-12,2023-07-12,1,0,0,0,0,1,0,0
British Airways,300,1,487,2023-12-12,2023-07-12,1,0,0,0,0,1,0,0
"Aer Lingus, Vueling",540,2,153,2023-12-12,2023-07-12,1,0,0,0,0,1,0,0
"Aer Lingus, Vueling",445,2,185,2023-12-12,2023-07-12,1,0,0,0,0,1,0,0
Iberia,435,1,358,2023-12-12,2023-07-12,1,0,0,0,0,1,0,0
"Aer Lingus, Transavia",345,1,374,2023-12-12,2023-07-12,1,0,0,0,0,1,0,0
Vueling,395,1,68,2023-12-13,2023-07-12,1,0,0,0,0,1,0,0
Vueling,1415,1,54,2023-12-13,2023-07-12,1,0,0,0,0,1,0,0
"Aer Lingus, Vueling",340,1,121,2023-12-13,2023-07-12,1,0,0,0,0,1,0,0
Vueling,540,1,78,2023-12-13,2023-07-12,1,0,0,0,0,1,0,0
"Aer Lingus, Vueling",400,1,121,2023-12-13,2023-07-12,1,0,0,0,0,1,0,0
Vueling,730,1,68,2023-12-13,2023-07-12,1,0,0,0,0,1,0,0
British Airways,275,1,349,2023-12-13,2023-07-12,1,0,0,0,0,1,0,0
"Aer Lingus, Vueling",545,1,116,2023-12-13,2023-07-12,1,0,0,0,0,1,0,0
Iberia,395,1,270,2023-12-13,2023-07-12,1,0,0,0,0,1,0,0
Iberia,745,1,132,2023-12-13,2023-07-12,1,0,0,0,0,1,0,0
"Vueling, Swiftair",495,2,114,2023-12-13,2023-07-12,1,0,0,0,0,1,0,0
"Vueling, Air Europa",495,2,114,2023-12-13,2023-07-12,1,0,0,0,0,1,0,0
"Vueling, Air Europa",495,2,116,2023-12-13,2023-07-12,1,0,0,0,0,1,0,0
Multiple Airlines,495,2,116,2023-12-13,2023-07-12,1,0,0,0,0,1,0,0
Iberia,540,1,302,2023-12-13,2023-07-12,1,0,0,0,0,1,0,0
Vueling,370,1,70,2023-12-14,2023-07-12,1,0,0,0,0,1,0,0
Vueling,1390,1,55,2023-12-14,2023-07-12,1,0,0,0,0,1,0,0
"Aer Lingus, Vueling",305,1,115,2023-12-14,2023-07-12,1,0,0,0,0,1,0,0
"Aer Lingus, Vueling",340,1,115,2023-12-14,2023-07-12,1,0,0,0,0,1,0,0
"Aer Lingus, Vueling",400,1,115,2023-12-14,2023-07-12,1,0,0,0,0,1,0,0
Vueling,515,1,102,2023-12-14,2023-07-12,1,0,0,0,0,1,0,0
Vueling,705,1,70,2023-12-14,2023-07-12,1,0,0,0,0,1,0,0
Iberia,300,1,355,2023-12-14,2023-07-12,1,0,0,0,0,1,0,0
Iberia,370,1,297,2023-12-14,2023-07-12,1,0,0,0,0,1,0,0
"Iberia, Iberia Express",300,1,322,2023-12-14,2023-07-12,1,0,0,0,0,1,0,0
"Aer Lingus, Vueling",545,1,115,2023-12-14,2023-07-12,1,0,0,0,0,1,0,0
British Airways,300,1,431,2023-12-14,2023-07-12,1,0,0,0,0,1,0,0
"Transavia France, Vueling",1025,1,95,2023-12-14,2023-07-12,1,0,0,0,0,1,0,0
British Airways,370,1,394,2023-12-14,2023-07-12,1,0,0,0,0,1,0,0
"Vueling, Air Europa",470,2,137,2023-12-14,2023-07-12,1,0,0,0,0,1,0,0
Vueling,380,1,76,2023-12-15,2023-07-12,1,0,0,0,0,1,0,0
"Aer Lingus, Vueling",305,1,164,2023-12-15,2023-07-12,1,0,0,0,0,1,0,0
"Aer Lingus, Vueling",315,1,175,2023-12-15,2023-07-12,1,0,0,0,0,1,0,0
Iberia,750,1,107,2023-12-15,2023-07-12,1,0,0,0,0,1,0,0
"Aer Lingus, Vueling",390,1,162,2023-12-15,2023-07-12,1,0,0,0,0,1,0,0
Iberia,1005,1,114,2023-12-15,2023-07-12,1,0,0,0,0,1,0,0
Iberia,380,1,345,2023-12-15,2023-07-12,1,0,0,0,0,1,0,0
"Aer Lingus, Vueling",520,1,162,2023-12-15,2023-07-12,1,0,0,0,0,1,0,0
British Airways,750,1,148,2023-12-15,2023-07-12,1,0,0,0,0,1,0,0
Multiple Airlines,465,2,187,2023-12-15,2023-07-12,1,0,0,0,0,1,0,0
"Aer Lingus, Vueling",690,1,167,2023-12-15,2023-07-12,1,0,0,0,0,1,0,0
"Aer Lingus, Vueling",880,1,153,2023-12-15,2023-07-12,1,0,0,0,0,1,0,0
"Aer Lingus, Vueling",655,2,149,2023-12-15,2023-07-12,1,0,0,0,0,1,0,0
"Iberia, Iberia Express",750,1,172,2023-12-15,2023-07-12,1,0,0,0,0,1,0,0
British Airways,740,1,274,2023-12-15,2023-07-12,1,0,0,0,0,1,0,0
Aer Lingus,155,0,251,2023-11-12,2023-07-12,1,0,0,0,0,0,1,0
Iberia Express,155,0,242,2023-11-12,2023-07-12,1,0,0,0,0,0,1,0
"Transavia, Renfe",1027,2,143,2023-11-12,2023-07-12,1,0,0,0,0,0,1,0
Vueling,155,0,244,2023-11-12,2023-07-12,1,0,0,0,0,0,1,0
Aer Lingus,155,0,251,2023-11-12,2023-07-12,1,0,0,0,0,0,1,0
Iberia,155,0,251,2023-11-12,2023-07-12,1,0,0,0,0,0,1,0
British Airways,155,0,289,2023-11-12,2023-07-12,1,0,0,0,0,0,1,0
Aer Lingus,170,0,452,2023-11-12,2023-07-12,1,0,0,0,0,0,1,0
"TAP AIR PORTUGAL, ALSA",770,1,162,2023-11-12,2023-07-12,1,0,0,0,0,0,1,0
"Aer Lingus, Air Europa",335,1,245,2023-11-12,2023-07-12,1,0,0,0,0,0,1,0
TAP AIR PORTUGAL,350,1,286,2023-11-12,2023-07-12,1,0,0,0,0,0,1,0
KLM,305,1,348,2023-11-12,2023-07-12,1,0,0,0,0,0,1,0
"Aer Lingus, easyJet",550,1,208,2023-11-12,2023-07-12,1,0,0,0,0,0,1,0
TAP AIR PORTUGAL,490,1,251,2023-11-12,2023-07-12,1,0,0,0,0,0,1,0
"Aer Lingus, Iberia",435,1,252,2023-11-12,2023-07-12,1,0,0,0,0,0,1,0
KLM,310,1,505,2023-11-12,2023-07-12,1,0,0,0,0,0,1,0
TAP AIR PORTUGAL,515,1,286,2023-11-12,2023-07-12,1,0,0,0,0,0,1,0
Aer Lingus,170,0,201,2023-12-12,2023-07-12,1,0,0,0,0,0,1,0
"Vueling, Air Europa",380,1,99,2023-12-12,2023-07-12,1,0,0,0,0,0,1,0
Aer Lingus,170,0,194,2023-12-12,2023-07-12,1,0,0,0,0,0,1,0
Aer Lingus,155,0,201,2023-12-12,2023-07-12,1,0,0,0,0,0,1,0
Iberia Express,155,0,203,2023-12-12,2023-07-12,1,0,0,0,0,0,1,0
Vueling,380,1,108,2023-12-12,2023-07-12,1,0,0,0,0,0,1,0
Vueling,155,0,211,2023-12-12,2023-07-12,1,0,0,0,0,0,1,0
Iberia,155,0,213,2023-12-12,2023-07-12,1,0,0,0,0,0,1,0
British Airways,155,0,251,2023-12-12,2023-07-12,1,0,0,0,0,0,1,0
Iberia,170,0,249,2023-12-12,2023-07-12,1,0,0,0,0,0,1,0
British Airways,170,0,289,2023-12-12,2023-07-12,1,0,0,0,0,0,1,0
"Vueling, Iberia",345,1,163,2023-12-12,2023-07-12,1,0,0,0,0,0,1,0
"Aer Lingus, Iberia",345,1,169,2023-12-12,2023-07-12,1,0,0,0,0,0,1,0
"Aer Lingus, Iberia Express",390,1,159,2023-12-12,2023-07-12,1,0,0,0,0,0,1,0
"Aer Lingus, SNCF",485,1,137,2023-12-12,2023-07-12,1,0,0,0,0,0,1,0
"Aer Lingus, Iberia",390,1,165,2023-12-12,2023-07-12,1,0,0,0,0,0,1,0
Aer Lingus,155,0,117,2023-12-13,2023-07-12,1,0,0,0,0,0,1,0
Aer Lingus,155,0,117,2023-12-13,2023-07-12,1,0,0,0,0,0,1,0
Vueling,675,1,66,2023-12-13,2023-07-12,1,0,0,0,0,0,1,0
Iberia Express,155,0,122,2023-12-13,2023-07-12,1,0,0,0,0,0,1,0
Vueling,155,0,128,2023-12-13,2023-07-12,1,0,0,0,0,0,1,0
Iberia,155,0,133,2023-12-13,2023-07-12,1,0,0,0,0,0,1,0
British Airways,155,0,172,2023-12-13,2023-07-12,1,0,0,0,0,0,1,0
"Vueling, Iberia",315,1,107,2023-12-13,2023-07-12,1,0,0,0,0,0,1,0
Vueling,430,1,93,2023-12-13,2023-07-12,1,0,0,0,0,0,1,0
"Vueling, Air Europa",675,1,71,2023-12-13,2023-07-12,1,0,0,0,0,0,1,0
KLM,305,1,159,2023-12-13,2023-07-12,1,0,0,0,0,0,1,0
KLM,320,1,188,2023-12-13,2023-07-12,1,0,0,0,0,0,1,0
KLM,375,1,159,2023-12-13,2023-07-12,1,0,0,0,0,0,1,0
KLM,310,1,243,2023-12-13,2023-07-12,1,0,0,0,0,0,1,0
"Aer Lingus, Iberia",345,1,166,2023-12-13,2023-07-12,1,0,0,0,0,0,1,0
"Vueling, Air Europa",380,1,157,2023-12-13,2023-07-12,1,0,0,0,0,0,1,0
KLM,540,1,243,2023-12-14,2023-07-12,1,0,0,0,0,0,1,0
Vueling,405,1,79,2023-12-14,2023-07-12,1,0,0,0,0,0,1,0
"Vueling, Air Europa",650,1,76,2023-12-14,2023-07-12,1,0,0,0,0,0,1,0
Aer Lingus,170,0,216,2023-12-14,2023-07-12,1,0,0,0,0,0,1,0
Iberia,155,0,240,2023-12-14,2023-07-12,1,0,0,0,0,0,1,0
Iberia Express,155,0,242,2023-12-14,2023-07-12,1,0,0,0,0,0,1,0
"Vueling, Iberia",320,1,128,2023-12-14,2023-07-12,1,0,0,0,0,0,1,0
Iberia,170,0,240,2023-12-14,2023-07-12,1,0,0,0,0,0,1,0
Vueling,155,0,244,2023-12-14,2023-07-12,1,0,0,0,0,0,1,0
Aer Lingus,155,0,248,2023-12-14,2023-07-12,1,0,0,0,0,0,1,0
Aer Lingus,155,0,251,2023-12-14,2023-07-12,1,0,0,0,0,0,1,0
Iberia,155,0,260,2023-12-14,2023-07-12,1,0,0,0,0,0,1,0
