Airline,Source,Destination,Duration,Total stops,Price,Date,Date scraped
Iberia,TFN,DUB,8h 15m,1 stop,€164,14/12/2023,09/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,8h 05m,1 stop,€155,14/12/2023,09/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,8h 35m,1 stop,€154,14/12/2023,09/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,9h 05m,1 stop,€155,14/12/2023,09/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,9h 35m,1 stop,€154,14/12/2023,09/12/2023
Iberia,TFN,DUB,11h 20m,1 stop,€164,14/12/2023,09/12/2023
Iberia,TFN,DUB,6h 40m,1 stop,€515,14/12/2023,09/12/2023
Vueling,TFN,DUB,7h 00m,1 stop,€468,14/12/2023,09/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,10h 05m,1 stop,€178,14/12/2023,09/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,12h 05m,1 stop,€154,14/12/2023,09/12/2023
Iberia,TFN,DUB,7h 05m,1 stop,€515,14/12/2023,09/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,13h 05m,1 stop,€155,14/12/2023,09/12/2023
Iberia,TFN,DUB,13h 45m,1 stop,€139,15/12/2023,09/12/2023
Vueling,TFN,DUB,18h 15m,2 stops,€128,15/12/2023,09/12/2023
"Air Europa, Aer Lingus",TFN,DUB,7h 45m,1 stop,€199,15/12/2023,09/12/2023
Iberia,TFN,DUB,14h 40m,1 stop,€139,15/12/2023,09/12/2023
Iberia,TFN,DUB,7h 00m,1 stop,€271,15/12/2023,09/12/2023
"Air Europa, Aer Lingus",TFN,DUB,8h 15m,1 stop,€254,15/12/2023,09/12/2023
Vueling,TFN,DUB,17h 40m,1 stop,€151,15/12/2023,09/12/2023
"Canaryfly, Aer Lingus",TFN,DUB,8h 15m,1 stop,€267,15/12/2023,09/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,8h 25m,1 stop,€269,15/12/2023,09/12/2023
Vueling,TFN,DUB,7h 45m,1 stop,€296,15/12/2023,09/12/2023
Iberia,TFN,DUB,8h 40m,1 stop,€271,15/12/2023,09/12/2023
Iberia,TFN,DUB,17h 25m,1 stop,€178,15/12/2023,09/12/2023
Iberia,TFN,DUB,10h 30m,1 stop,€271,15/12/2023,09/12/2023
Vueling,TFN,DUB,14h 40m,1 stop,€233,15/12/2023,09/12/2023
"Air Europa, Aer Lingus",TFN,DUB,8h 25m,1 stop,€337,15/12/2023,09/12/2023
Iberia,TFN,DUB,11h 20m,1 stop,€271,15/12/2023,09/12/2023
