Airline,Source,Destination,Duration,Total stops,Price,Date,Date scraped
Iberia,TFN,DUB,8h 40m,1 stop,€261,15/12/2023,07/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,7h 50m,2 stops,€238,15/12/2023,07/12/2023
"Air Europa, Aer Lingus",TFN,DUB,7h 45m,1 stop,€257,15/12/2023,07/12/2023
Iberia,TFN,DUB,13h 45m,1 stop,€139,15/12/2023,07/12/2023
British Airways,TFN,DUB,8h 40m,1 stop,€280,15/12/2023,07/12/2023
Iberia,TFN,DUB,10h 30m,1 stop,€247,15/12/2023,07/12/2023
Iberia,TFN,DUB,11h 20m,1 stop,€261,15/12/2023,07/12/2023
Vueling,TFN,DUB,17h 40m,1 stop,€139,15/12/2023,07/12/2023
Vueling,TFN,DUB,18h 15m,2 stops,€127,15/12/2023,07/12/2023
Iberia,TFN,DUB,17h 25m,1 stop,€178,15/12/2023,07/12/2023
